Origin,Destination,BusType,DepDateTime,ArrDateTime,Profit
A1,B1,T1,2020-01-01 06:45:00,2020-01-01 08:58:00,201.784630773954
A1,B2,T1,2020-01-01 06:00:00,2020-01-01 08:14:00,206.136763505413
A1,B3,T1,2020-01-01 09:00:00,2020-01-01 11:03:00,208.674931875468
A1,B4,T1,2020-01-01 07:15:00,2020-01-01 09:25:00,208.46604518926
A1,B5,T1,2020-01-01 08:15:00,2020-01-01 10:29:00,207.891300617493
A1,C1,T1,2020-01-01 07:30:00,2020-01-01 09:49:00,228.268228460959
A1,C2,T1,2020-01-01 08:15:00,2020-01-01 10:31:00,228.841552901994
A1,C3,T1,2020-01-01 07:45:00,2020-01-01 10:10:00,226.258394788487
A1,C4,T1,2020-01-01 06:00:00,2020-01-01 08:21:00,233.959571042404
A1,C5,T1,2020-01-01 07:15:00,2020-01-01 09:42:00,234.84373494347
A1,D1,T1,2020-01-01 09:00:00,2020-01-01 11:39:00,250.999404735748
A1,D2,T1,2020-01-01 07:15:00,2020-01-01 09:47:00,253.80955012369
A1,D3,T1,2020-01-01 08:00:00,2020-01-01 10:32:00,254.014419694506
A1,D4,T1,2020-01-01 08:15:00,2020-01-01 11:00:00,253.747406718927
A1,D5,T1,2020-01-01 07:15:00,2020-01-01 10:00:00,254.537429412823
A1,E1,T1,2020-01-01 08:15:00,2020-01-01 11:00:00,275.713416411555
A1,E2,T1,2020-01-01 07:00:00,2020-01-01 09:58:00,282.327691833715
A1,E3,T1,2020-01-01 07:15:00,2020-01-01 10:09:00,276.082042023883
A1,E4,T1,2020-01-01 07:15:00,2020-01-01 10:15:00,281.786668977552
A1,E5,T1,2020-01-01 07:45:00,2020-01-01 10:43:00,279.945389270836
A2,B1,T1,2020-01-01 06:00:00,2020-01-01 08:02:00,204.012701806899
A2,B2,T1,2020-01-01 07:30:00,2020-01-01 09:44:00,200.763444051148
A2,B3,T1,2020-01-01 06:30:00,2020-01-01 08:38:00,202.293776090523
A2,B4,T1,2020-01-01 06:45:00,2020-01-01 08:51:00,200.398636711195
A2,B5,T1,2020-01-01 08:45:00,2020-01-01 10:56:00,201.612379905283
A2,C1,T1,2020-01-01 08:15:00,2020-01-01 10:37:00,234.151271697436
A2,C2,T1,2020-01-01 05:15:00,2020-01-01 07:34:00,232.183187238304
A2,C3,T1,2020-01-01 09:30:00,2020-01-01 11:55:00,234.512781521948
A2,C4,T1,2020-01-01 05:45:00,2020-01-01 08:07:00,226.748327647519
A2,C5,T1,2020-01-01 09:30:00,2020-01-01 12:00:00,230.491859651617
